Date,Product ID,Product Name,Quantity,Unit Price ($),Total Price ($)
"16/09/2025, 6:00:00 am",P1040,Syp. Paracetamol,5,0,0
"16/09/2025, 6:00:00 am",P1042,Syp. Salbutamol,2,0,0
"16/09/2025, 6:00:00 am",P1061,E/D. Chloramphenicol,3,0,0
"17/09/2025, 6:00:00 am",P1003,Tab. Antacid,118,0,0
"17/09/2025, 6:00:00 am",P1027,Tab. Atenolol,10,0,0
"17/09/2025, 6:00:00 am",P1004,Tab. B/C,250,0,0
"17/09/2025, 6:00:00 am",P1065,Tab. Barbit,10,0,0
"17/09/2025, 6:00:00 am",P1006,Tab. Calcium 300mg,340,0,0
"17/09/2025, 6:00:00 am",P1064,Tab. Calcium 500mg,90,0,0
"17/09/2025, 6:00:00 am",P1024,Tab. Cetirizine,26,0,0
"17/09/2025, 6:00:00 am",P1013,Tab. Cotrim,70,0,0
"17/09/2025, 6:00:00 am",P1015,Tab. Domperidon,15,0,0
"17/09/2025, 6:00:00 am",P1007,Tab. F/S,420,0,0
"17/09/2025, 6:00:00 am",P1002,Tab. Histacin,254,0,0
"17/09/2025, 6:00:00 am",P1017,Tab. Losartan Potassium,30,0,0
"17/09/2025, 6:00:00 am",P1005,Tab. Metro 400mg,120,0,0
"17/09/2025, 6:00:00 am",P1021,Tab. Pantoprazole,30,0,0
"17/09/2025, 6:00:00 am",P1001,Tab. Paracetamol,476,0,0
"17/09/2025, 6:00:00 am",P1010,Tab. Salbutamol,80,0,0
"17/09/2025, 6:00:00 am",P1012,Tab. Tiemonium Methylsulphate,20,0,0
"17/09/2025, 6:00:00 am",P1035,Cap. Amoxicillin 250mg,10,0,0
"17/09/2025, 6:00:00 am",P1034,Cap. Doxycycline,40,0,0
"17/09/2025, 6:00:00 am",P1033,Cap. Tetracycline,40,0,0
"17/09/2025, 6:00:00 am",P1043,Syp. Amoxicillin,5,0,0
"17/09/2025, 6:00:00 am",P1041,Syp. Histacin,4,0,0
"17/09/2025, 6:00:00 am",P1068,Syp. Kitotifen,1,0,0
"17/09/2025, 6:00:00 am",P1045,Syp. Metro,1,0,0
"17/09/2025, 6:00:00 am",P1042,Syp. Salbutamol,5,0,0
"17/09/2025, 6:00:00 am",P1048,BBL,1,0,0
"17/09/2025, 6:00:00 am",P1061,E/D. Chloramphenicol,4,0,0
"18/09/2025, 6:00:00 am",P1016,Tab. Amlodipine,10,0,0
"18/09/2025, 6:00:00 am",P1003,Tab. Antacid,122,0,0
"18/09/2025, 6:00:00 am",P1019,Tab. Aspirin,10,0,0
"18/09/2025, 6:00:00 am",P1004,Tab. B/C,210,0,0
"18/09/2025, 6:00:00 am",P1006,Tab. Calcium 300mg,420,0,0
"18/09/2025, 6:00:00 am",P1064,Tab. Calcium 500mg,110,0,0
"18/09/2025, 6:00:00 am",P1024,Tab. Cetirizine,24,0,0
"18/09/2025, 6:00:00 am",P1013,Tab. Cotrim,190,0,0
"18/09/2025, 6:00:00 am",P1014,Tab. Diclofen,60,0,0
"18/09/2025, 6:00:00 am",P1015,Tab. Domperidon,10,0,0
"18/09/2025, 6:00:00 am",P1007,Tab. F/S,500,0,0
"18/09/2025, 6:00:00 am",P1002,Tab. Histacin,232,0,0
"18/09/2025, 6:00:00 am",P1017,Tab. Losartan Potassium,30,0,0
"18/09/2025, 6:00:00 am",P1005,Tab. Metro 400mg,100,0,0
"18/09/2025, 6:00:00 am",P1028,Tab. Montelukast,20,0,0
"18/09/2025, 6:00:00 am",P1021,Tab. Pantoprazole,28,0,0
"18/09/2025, 6:00:00 am",P1001,Tab. Paracetamol,460,0,0
"18/09/2025, 6:00:00 am",P1010,Tab. Salbutamol,120,0,0
"18/09/2025, 6:00:00 am",P1035,Cap. Amoxicillin 250mg,30,0,0
"18/09/2025, 6:00:00 am",P1034,Cap. Doxycycline,80,0,0
"18/09/2025, 6:00:00 am",P1043,Syp. Amoxicillin,5,0,0
"18/09/2025, 6:00:00 am",P1041,Syp. Histacin,6,0,0
"18/09/2025, 6:00:00 am",P1045,Syp. Metro,1,0,0
"18/09/2025, 6:00:00 am",P1040,Syp. Paracetamol,24,0,0
"18/09/2025, 6:00:00 am",P1042,Syp. Salbutamol,8,0,0
"18/09/2025, 6:00:00 am",P1047,Syp. Zinc,1,0,0
"18/09/2025, 6:00:00 am",P1061,E/D. Chloramphenicol,1,0,0
"20/09/2025, 6:00:00 am",P1003,Tab. Antacid,38,0,0
"20/09/2025, 6:00:00 am",P1004,Tab. B/C,110,0,0
"20/09/2025, 6:00:00 am",P1006,Tab. Calcium 300mg,140,0,0
"20/09/2025, 6:00:00 am",P1064,Tab. Calcium 500mg,30,0,0
"20/09/2025, 6:00:00 am",P1014,Tab. Diclofen,10,0,0
"20/09/2025, 6:00:00 am",P1007,Tab. F/S,110,0,0
"20/09/2025, 6:00:00 am",P1002,Tab. Histacin,80,0,0
"20/09/2025, 6:00:00 am",P1005,Tab. Metro 400mg,30,0,0
"20/09/2025, 6:00:00 am",P1021,Tab. Pantoprazole,36,0,0
"20/09/2025, 6:00:00 am",P1001,Tab. Paracetamol,158,0,0
"20/09/2025, 6:00:00 am",P1010,Tab. Salbutamol,30,0,0
"20/09/2025, 6:00:00 am",P1012,Tab. Tiemonium Methylsulphate,10,0,0
"20/09/2025, 6:00:00 am",P1035,Cap. Amoxicillin 250mg,10,0,0
"20/09/2025, 6:00:00 am",P1068,Syp. Kitotifen,1,0,0
"20/09/2025, 6:00:00 am",P1040,Syp. Paracetamol,3,0,0
"20/09/2025, 6:00:00 am",P1042,Syp. Salbutamol,2,0,0
"21/09/2025, 6:00:00 am",P1016,Tab. Amlodipine,90,0,0
"21/09/2025, 6:00:00 am",P1003,Tab. Antacid,84,0,0
"21/09/2025, 6:00:00 am",P1019,Tab. Aspirin,10,0,0
"21/09/2025, 6:00:00 am",P1004,Tab. B/C,280,0,0
"21/09/2025, 6:00:00 am",P1006,Tab. Calcium 300mg,430,0,0
"21/09/2025, 6:00:00 am",P1064,Tab. Calcium 500mg,190,0,0
"21/09/2025, 6:00:00 am",P1024,Tab. Cetirizine,52,0,0
"21/09/2025, 6:00:00 am",P1025,Tab. Ciprocin,20,0,0
"21/09/2025, 6:00:00 am",P1013,Tab. Cotrim,70,0,0
"21/09/2025, 6:00:00 am",P1014,Tab. Diclofen,30,0,0
"21/09/2025, 6:00:00 am",P1015,Tab. Domperidon,20,0,0
"21/09/2025, 6:00:00 am",P1007,Tab. F/S,440,0,0
"21/09/2025, 6:00:00 am",P1002,Tab. Histacin,300,0,0
"21/09/2025, 6:00:00 am",P1005,Tab. Metro 400mg,60,0,0
"21/09/2025, 6:00:00 am",P1028,Tab. Montelukast,20,0,0
"21/09/2025, 6:00:00 am",P1021,Tab. Pantoprazole,72,0,0
"21/09/2025, 6:00:00 am",P1001,Tab. Paracetamol,372,0,0
"21/09/2025, 6:00:00 am",P1010,Tab. Salbutamol,20,0,0
"21/09/2025, 6:00:00 am",P1012,Tab. Tiemonium Methylsulphate,10,0,0
"21/09/2025, 6:00:00 am",P1035,Cap. Amoxicillin 250mg,40,0,0
"21/09/2025, 6:00:00 am",P1036,Cap. Amoxicillin 500mg,10,0,0
"21/09/2025, 6:00:00 am",P1034,Cap. Doxycycline,80,0,0
"21/09/2025, 6:00:00 am",P1033,Cap. Tetracycline,50,0,0
"21/09/2025, 6:00:00 am",P1043,Syp. Amoxicillin,3,0,0
"21/09/2025, 6:00:00 am",P1041,Syp. Histacin,7,0,0
"21/09/2025, 6:00:00 am",P1045,Syp. Metro,1,0,0
"21/09/2025, 6:00:00 am",P1040,Syp. Paracetamol,15,0,0
"21/09/2025, 6:00:00 am",P1042,Syp. Salbutamol,12,0,0
"21/09/2025, 6:00:00 am",P1048,BBL,2,0,0
"21/09/2025, 6:00:00 am",P1061,E/D. Chloramphenicol,5,0,0
"22/09/2025, 10:44:04 am",P1003,Tab. Antacid,123,0,0
"22/09/2025, 10:44:04 am",P1027,Tab. Atenolol,70,0,0
"22/09/2025, 10:44:04 am",P1004,Tab. B/C,250,0,0
"22/09/2025, 10:44:04 am",P1006,Tab. Calcium 300mg,270,0,0
"22/09/2025, 10:44:04 am",P1064,Tab. Calcium 500mg,30,0,0
"22/09/2025, 10:44:04 am",P1024,Tab. Cetirizine,12,0,0
"22/09/2025, 10:44:04 am",P1025,Tab. Ciprocin,30,0,0
"22/09/2025, 10:44:04 am",P1013,Tab. Cotrim,70,0,0
"22/09/2025, 10:44:04 am",P1015,Tab. Domperidon,10,0,0
"22/09/2025, 10:44:04 am",P1007,Tab. F/S,280,0,0
"22/09/2025, 10:44:04 am",P1002,Tab. Histacin,354,0,0
"22/09/2025, 10:44:04 am",P1017,Tab. Losartan Potassium,30,0,0
"22/09/2025, 10:44:04 am",P1005,Tab. Metro 400mg,90,0,0
"22/09/2025, 10:44:04 am",P1021,Tab. Pantoprazole,42,0,0
"22/09/2025, 10:44:04 am",P1001,Tab. Paracetamol,448,0,0
"22/09/2025, 10:44:04 am",P1012,Tab. Tiemonium Methylsulphate,30,0,0
"22/09/2025, 10:44:04 am",P1034,Cap. Doxycycline,120,0,0
"22/09/2025, 10:44:04 am",P1033,Cap. Tetracycline,10,0,0
"22/09/2025, 10:44:04 am",P1041,Syp. Histacin,5,0,0
"22/09/2025, 10:44:04 am",P1040,Syp. Paracetamol,23,0,0
"22/09/2025, 10:44:04 am",P1042,Syp. Salbutamol,6,0,0
"22/09/2025, 10:44:04 am",P1047,Syp. Zinc,1,0,0
"22/09/2025, 10:44:04 am",P1061,E/D. Chloramphenicol,4,0,0
"23/09/2025, 1:08:13 pm",P1016,Tab. Amlodipine,30,0,0
"23/09/2025, 1:08:13 pm",P1003,Tab. Antacid,144,0,0
"23/09/2025, 1:08:13 pm",P1019,Tab. Aspirin,60,0,0
"23/09/2025, 1:08:13 pm",P1027,Tab. Atenolol,30,0,0
"23/09/2025, 1:08:13 pm",P1004,Tab. B/C,170,0,0
"23/09/2025, 1:08:13 pm",P1065,Tab. Barbit,10,0,0
"23/09/2025, 1:08:13 pm",P1006,Tab. Calcium 300mg,350,0,0
"23/09/2025, 1:08:13 pm",P1064,Tab. Calcium 500mg,150,0,0
"23/09/2025, 1:08:13 pm",P1024,Tab. Cetirizine,10,0,0
"23/09/2025, 1:08:13 pm",P1013,Tab. Cotrim,100,0,0
"23/09/2025, 1:08:13 pm",P1014,Tab. Diclofen,10,0,0
"23/09/2025, 1:08:13 pm",P1015,Tab. Domperidon,10,0,0
"23/09/2025, 1:08:13 pm",P1007,Tab. F/S,420,0,0
"23/09/2025, 1:08:13 pm",P1002,Tab. Histacin,274,0,0
"23/09/2025, 1:08:13 pm",P1017,Tab. Losartan Potassium,60,0,0
"23/09/2025, 1:08:13 pm",P1005,Tab. Metro 400mg,50,0,0
"23/09/2025, 1:08:13 pm",P1021,Tab. Pantoprazole,52,0,0
"23/09/2025, 1:08:13 pm",P1001,Tab. Paracetamol,390,0,0
"23/09/2025, 1:08:13 pm",P1012,Tab. Tiemonium Methylsulphate,10,0,0
"23/09/2025, 1:08:13 pm",P1035,Cap. Amoxicillin 250mg,10,0,0
"23/09/2025, 1:08:13 pm",P1034,Cap. Doxycycline,50,0,0
"23/09/2025, 1:08:13 pm",P1043,Syp. Amoxicillin,1,0,0
"23/09/2025, 1:08:13 pm",P1041,Syp. Histacin,3,0,0
"23/09/2025, 1:08:13 pm",P1045,Syp. Metro,1,0,0
"23/09/2025, 1:08:13 pm",P1040,Syp. Paracetamol,18,0,0
"23/09/2025, 1:08:13 pm",P1042,Syp. Salbutamol,1,0,0
"23/09/2025, 1:08:13 pm",P1048,BBL,2,0,0
"23/09/2025, 1:08:13 pm",P1049,Crm. Perosa,1,0,0
"24/09/2025, 6:00:00 am",P1016,Tab. Amlodipine,30,0,0
"24/09/2025, 6:00:00 am",P1003,Tab. Antacid,92,0,0
"24/09/2025, 6:00:00 am",P1027,Tab. Atenolol,30,0,0
"24/09/2025, 6:00:00 am",P1004,Tab. B/C,90,0,0
"24/09/2025, 6:00:00 am",P1006,Tab. Calcium 300mg,350,0,0
"24/09/2025, 6:00:00 am",P1064,Tab. Calcium 500mg,70,0,0
"24/09/2025, 6:00:00 am",P1024,Tab. Cetirizine,6,0,0
"24/09/2025, 6:00:00 am",P1013,Tab. Cotrim,60,0,0
"24/09/2025, 6:00:00 am",P1014,Tab. Diclofen,10,0,0
"24/09/2025, 6:00:00 am",P1007,Tab. F/S,330,0,0
"24/09/2025, 6:00:00 am",P1002,Tab. Histacin,234,0,0
"24/09/2025, 6:00:00 am",P1017,Tab. Losartan Potassium,40,0,0
"24/09/2025, 6:00:00 am",P1005,Tab. Metro 400mg,50,0,0
"24/09/2025, 6:00:00 am",P1028,Tab. Montelukast,50,0,0
"24/09/2025, 6:00:00 am",P1021,Tab. Pantoprazole,22,0,0
"24/09/2025, 6:00:00 am",P1001,Tab. Paracetamol,296,0,0
"24/09/2025, 6:00:00 am",P1034,Cap. Doxycycline,20,0,0
"24/09/2025, 6:00:00 am",P1033,Cap. Tetracycline,30,0,0
"24/09/2025, 6:00:00 am",P1041,Syp. Histacin,8,0,0
"24/09/2025, 6:00:00 am",P1045,Syp. Metro,1,0,0
"24/09/2025, 6:00:00 am",P1040,Syp. Paracetamol,16,0,0
"24/09/2025, 6:00:00 am",P1047,Syp. Zinc,1,0,0
"24/09/2025, 6:00:00 am",P1048,BBL,1,0,0
"24/09/2025, 6:00:00 am",P1061,E/D. Chloramphenicol,5,0,0
"25/09/2025, 6:00:00 am",P1016,Tab. Amlodipine,30,0,0
"25/09/2025, 6:00:00 am",P1003,Tab. Antacid,60,0,0
"25/09/2025, 6:00:00 am",P1027,Tab. Atenolol,60,0,0
"25/09/2025, 6:00:00 am",P1004,Tab. B/C,60,0,0
"25/09/2025, 6:00:00 am",P1065,Tab. Barbit,60,0,0
"25/09/2025, 6:00:00 am",P1006,Tab. Calcium 300mg,276,0,0
"25/09/2025, 6:00:00 am",P1064,Tab. Calcium 500mg,50,0,0
"25/09/2025, 6:00:00 am",P1024,Tab. Cetirizine,40,0,0
"25/09/2025, 6:00:00 am",P1013,Tab. Cotrim,30,0,0
"25/09/2025, 6:00:00 am",P1007,Tab. F/S,250,0,0
"25/09/2025, 6:00:00 am",P1002,Tab. Histacin,242,0,0
"25/09/2025, 6:00:00 am",P1017,Tab. Losartan Potassium,30,0,0
"25/09/2025, 6:00:00 am",P1005,Tab. Metro 400mg,120,0,0
"25/09/2025, 6:00:00 am",P1028,Tab. Montelukast,30,0,0
"25/09/2025, 6:00:00 am",P1021,Tab. Pantoprazole,46,0,0
"25/09/2025, 6:00:00 am",P1001,Tab. Paracetamol,346,0,0
"25/09/2025, 6:00:00 am",P1012,Tab. Tiemonium Methylsulphate,10,0,0
"25/09/2025, 6:00:00 am",P1034,Cap. Doxycycline,60,0,0
"25/09/2025, 6:00:00 am",P1041,Syp. Histacin,7,0,0
"25/09/2025, 6:00:00 am",P1068,Syp. Kitotifen,5,0,0
"25/09/2025, 6:00:00 am",P1045,Syp. Metro,1,0,0
"25/09/2025, 6:00:00 am",P1040,Syp. Paracetamol,13,0,0
"25/09/2025, 6:00:00 am",P1042,Syp. Salbutamol,2,0,0
"25/09/2025, 6:00:00 am",P1047,Syp. Zinc,1,0,0
"25/09/2025, 6:00:00 am",P1048,BBL,3,0,0
"25/09/2025, 6:00:00 am",P1061,E/D. Chloramphenicol,1,0,0
"27/09/2025, 6:00:00 am",P1003,Tab. Antacid,72,0,0
"27/09/2025, 6:00:00 am",P1004,Tab. B/C,80,0,0
"27/09/2025, 6:00:00 am",P1006,Tab. Calcium 300mg,160,0,0
"27/09/2025, 6:00:00 am",P1024,Tab. Cetirizine,28,0,0
"27/09/2025, 6:00:00 am",P1013,Tab. Cotrim,10,0,0
"27/09/2025, 6:00:00 am",P1007,Tab. F/S,180,0,0
"27/09/2025, 6:00:00 am",P1002,Tab. Histacin,164,0,0
"27/09/2025, 6:00:00 am",P1017,Tab. Losartan Potassium,30,0,0
"27/09/2025, 6:00:00 am",P1005,Tab. Metro 400mg,70,0,0
"27/09/2025, 6:00:00 am",P1021,Tab. Pantoprazole,30,0,0
"27/09/2025, 6:00:00 am",P1001,Tab. Paracetamol,292,0,0
"27/09/2025, 6:00:00 am",P1012,Tab. Tiemonium Methylsulphate,10,0,0
"27/09/2025, 6:00:00 am",P1035,Cap. Amoxicillin 250mg,20,0,0
"27/09/2025, 6:00:00 am",P1034,Cap. Doxycycline,20,0,0
"27/09/2025, 6:00:00 am",P1041,Syp. Histacin,2,0,0
"27/09/2025, 6:00:00 am",P1068,Syp. Kitotifen,1,0,0
"27/09/2025, 6:00:00 am",P1040,Syp. Paracetamol,5,0,0
"27/09/2025, 6:00:00 am",P1042,Syp. Salbutamol,1,0,0
"27/09/2025, 6:00:00 am",P1047,Syp. Zinc,1,0,0
"27/09/2025, 6:00:00 am",P1061,E/D. Chloramphenicol,3,0,0
"28/09/2025, 6:00:00 am",P1016,Tab. Amlodipine,30,0,0
"28/09/2025, 6:00:00 am",P1003,Tab. Antacid,114,0,0
"28/09/2025, 6:00:00 am",P1019,Tab. Aspirin,60,0,0
"28/09/2025, 6:00:00 am",P1027,Tab. Atenolol,40,0,0
"28/09/2025, 6:00:00 am",P1004,Tab. B/C,180,0,0
"28/09/2025, 6:00:00 am",P1065,Tab. Barbit,10,0,0
"28/09/2025, 6:00:00 am",P1006,Tab. Calcium,286,0,0
"28/09/2025, 6:00:00 am",P1064,Tab. Calcium 500mg,120,0,0
"28/09/2025, 6:00:00 am",P1024,Tab. Cetirizine,28,0,0
"28/09/2025, 6:00:00 am",P1025,Tab. Ciprocin,10,0,0
"28/09/2025, 6:00:00 am",P1013,Tab. Cotrim,100,0,0
"28/09/2025, 6:00:00 am",P1015,Tab. Domperidon,30,0,0
"28/09/2025, 6:00:00 am",P1007,Tab. F/S,420,0,0
"28/09/2025, 6:00:00 am",P1002,Tab. Histacin,242,0,0
"28/09/2025, 6:00:00 am",P1017,Tab. Losartan Potassium,30,0,0
"28/09/2025, 6:00:00 am",P1005,Tab. Metro 400mg,90,0,0
"28/09/2025, 6:00:00 am",P1021,Tab. Pantoprazole,34,0,0
"28/09/2025, 6:00:00 am",P1001,Tab. Paracetamol,270,0,0
"28/09/2025, 6:00:00 am",P1035,Cap. Amoxicillin 250mg,30,0,0
"28/09/2025, 6:00:00 am",P1034,Cap. Doxycycline,50,0,0
"28/09/2025, 6:00:00 am",P1033,Cap. Tetracycline,10,0,0
"28/09/2025, 6:00:00 am",P1043,Syp. Amoxicillin,3,0,0
"28/09/2025, 6:00:00 am",P1041,Syp. Histacin,4,0,0
"28/09/2025, 6:00:00 am",P1068,Syp. Kitotifen,14,0,0
"28/09/2025, 6:00:00 am",P1045,Syp. Metro,3,0,0
"28/09/2025, 6:00:00 am",P1040,Syp. Paracetamol,15,0,0
"28/09/2025, 6:00:00 am",P1049,Crm. Perosa,1,0,0
"28/09/2025, 6:00:00 am",P1061,E/D. Chloramphenicol,4,0,0
"29/09/2025, 6:00:00 am",P1003,Tab. Antacid,62,0,0
"29/09/2025, 6:00:00 am",P1027,Tab. Atenolol,10,0,0
"29/09/2025, 6:00:00 am",P1004,Tab. B/C,50,0,0
"29/09/2025, 6:00:00 am",P1065,Tab. Barbit,10,0,0
"29/09/2025, 6:00:00 am",P1006,Tab. Calcium 300mg,138,0,0
"29/09/2025, 6:00:00 am",P1064,Tab. Calcium 500mg,80,0,0
"29/09/2025, 6:00:00 am",P1013,Tab. Cotrim,80,0,0
"29/09/2025, 6:00:00 am",P1015,Tab. Domperidon,30,0,0
"29/09/2025, 6:00:00 am",P1007,Tab. F/S,160,0,0
"29/09/2025, 6:00:00 am",P1002,Tab. Histacin,174,0,0
"29/09/2025, 6:00:00 am",P1005,Tab. Metro 400mg,60,0,0
"29/09/2025, 6:00:00 am",P1028,Tab. Montelukast,20,0,0
"29/09/2025, 6:00:00 am",P1021,Tab. Pantoprazole,34,0,0
"29/09/2025, 6:00:00 am",P1001,Tab. Paracetamol,256,0,0
"29/09/2025, 6:00:00 am",P1034,Cap. Doxycycline,70,0,0
"29/09/2025, 6:00:00 am",P1033,Cap. Tetracycline,30,0,0
"29/09/2025, 6:00:00 am",P1043,Syp. Amoxicillin,2,0,0
"29/09/2025, 6:00:00 am",P1041,Syp. Histacin,7,0,0
"29/09/2025, 6:00:00 am",P1068,Syp. Kitotifen,1,0,0
"29/09/2025, 6:00:00 am",P1040,Syp. Paracetamol,9,0,0
"29/09/2025, 6:00:00 am",P1061,E/D. Chloramphenicol,2,0,0
"30/09/2025, 6:00:00 am",P1003,Tab. Antacid,54,0,0
"30/09/2025, 6:00:00 am",P1027,Tab. Atenolol,20,0,0
"30/09/2025, 6:00:00 am",P1004,Tab. B/C,90,0,0
"30/09/2025, 6:00:00 am",P1065,Tab. Barbit,30,0,0
"30/09/2025, 6:00:00 am",P1006,Tab. Calcium 300mg,188,0,0
"30/09/2025, 6:00:00 am",P1064,Tab. Calcium 500mg,10,0,0
"30/09/2025, 6:00:00 am",P1024,Tab. Cetirizine,20,0,0
"30/09/2025, 6:00:00 am",P1025,Tab. Ciprocin,20,0,0
"30/09/2025, 6:00:00 am",P1013,Tab. Cotrim,70,0,0
"30/09/2025, 6:00:00 am",P1007,Tab. F/S,240,0,0
"30/09/2025, 6:00:00 am",P1002,Tab. Histacin,250,0,0
"30/09/2025, 6:00:00 am",P1005,Tab. Metro 400mg,90,0,0
"30/09/2025, 6:00:00 am",P1028,Tab. Montelukast,30,0,0
"30/09/2025, 6:00:00 am",P1021,Tab. Pantoprazole,38,0,0
"30/09/2025, 6:00:00 am",P1001,Tab. Paracetamol,280,0,0
"30/09/2025, 6:00:00 am",P1012,Tab. Tiemonium Methylsulphate,20,0,0
"30/09/2025, 6:00:00 am",P1035,Cap. Amoxicillin 250mg,20,0,0
"30/09/2025, 6:00:00 am",P1034,Cap. Doxycycline,50,0,0
"30/09/2025, 6:00:00 am",P1033,Cap. Tetracycline,40,0,0
"30/09/2025, 6:00:00 am",P1041,Syp. Histacin,3,0,0
"30/09/2025, 6:00:00 am",P1068,Syp. Kitotifen,2,0,0
"30/09/2025, 6:00:00 am",P1045,Syp. Metro,2,0,0
"30/09/2025, 6:00:00 am",P1040,Syp. Paracetamol,4,0,0
"30/09/2025, 6:00:00 am",P1047,Syp. Zinc,1,0,0
"04/10/2025, 6:00:00 AM",P1003,Tab. Antacid,90,0,0
"04/10/2025, 6:00:00 AM",P1004,Tab. B/C,40,0,0
"04/10/2025, 6:00:00 AM",P1006,Tab. Calcium 300mg,60,0,0
"04/10/2025, 6:00:00 AM",P1064,Tab. Calcium 500mg,32,0,0
"04/10/2025, 6:00:00 AM",P1024,Tab. Cetirizine,8,0,0
"04/10/2025, 6:00:00 AM",P1025,Tab. Ciprocin,10,0,0
"04/10/2025, 6:00:00 AM",P1013,Tab. Cotrim,60,0,0
